057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40619,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,,,,416800.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40620,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,256700.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40621,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,223900.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40622,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,39825.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40623,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,319100.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40624,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,24000.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40625,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,11220.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40626,31/08/2019,01/08/2019,31/08/2019,EPSS44,MEDIMAS EPS MOVILIDAD,,,,0,0,0,894407.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40627,31/08/2019,01/08/2019,31/08/2019,EPS044,MEDIMAS EPS S.A.S.,,,,38600.00,0,0,491500.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40628,31/08/2019,01/08/2019,31/08/2019,EPS044,MEDIMAS EPS S.A.S.,,,,213900.00,0,0,1079400.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40629,31/08/2019,01/08/2019,31/08/2019,EPS044,MEDIMAS EPS S.A.S.,,,,213900.00,0,0,1035900.00
057890457901,E.S.E. HOSPITAL SAN JUAN DE DIOS DE TAMESIS,NI,890980855,40630,31/08/2019,01/08/2019,31/08/2019,EPS044,MEDIMAS EPS S.A.S.,,,,207600.00,0,0,1092900.00
